Estado,Bioma,Latitude,Longitude,Mês,Temperatura,Umidade,Precipitacao,NDVI,Focos_Calor,Declividade,Distancia_Rios,Uso_Solo,Nivel_Risco
MT,Cerrado/Amazônia,-12.38892,-55.28137,Setembro,40.0,44.0,112.3,0.732,9,6.7,2527.4,Floresta,Médio
GO,Cerrado,-18.43258,-51.23766,Março,20.8,40.9,72.4,0.749,28,39.3,2259.9,Floresta,Médio
PR,Mata Atlântica,-26.54838,-50.24958,Setembro,21.9,69.8,101.9,0.372,52,37.0,3575.9,Cerrado/Savana,Médio
AM,Amazônia,-4.02474,-62.7119,Abril,23.0,25.2,27.1,0.633,5,32.2,3105.3,Floresta,Baixo
RS,Pampa,-29.76802,-52.54742,Maio,35.8,40.9,140.2,0.253,12,37.8,1723.5,Pastagem,Alto
PR,Mata Atlântica,-27.05553,-49.49547,Julho,26.5,34.8,24.8,0.604,8,2.4,2486.6,Floresta,Baixo
PR,Mata Atlântica,-22.69627,-51.28063,Junho,37.1,61.1,97.8,0.574,38,25.3,2685.1,Pastagem,Médio
CE,Caatinga,-4.72177,-37.75848,Outubro,36.2,23.8,125.2,0.502,67,11.0,4588.6,Floresta,Baixo
SP,Mata Atlântica,-23.31502,-47.25862,Agosto,40.1,56.6,274.6,0.675,15,30.6,4908.7,Floresta,Alto
BA,Caatinga,-12.52099,-39.61025,Agosto,35.4,82.9,71.8,0.644,38,3.8,4079.6,Agricultura,Baixo
MT,Cerrado/Amazônia,-12.60002,-57.92407,Agosto,16.4,53.7,179.2,0.881,70,10.3,2814.9,Floresta,Alto
PA,Amazônia,-5.3195,-51.74567,Março,37.6,68.1,22.0,0.846,66,34.0,4641.3,Floresta,Baixo
SP,Mata Atlântica,-22.74562,-45.80076,Outubro,40.3,16.4,20.4,0.396,36,30.0,898.8,Cerrado/Savana,Médio
CE,Caatinga,-6.34002,-38.49484,Junho,41.8,48.2,89.3,0.817,33,39.7,3485.5,Floresta,Médio
RS,Pampa,-29.9873,-52.29769,Julho,18.4,18.1,108.9,0.141,6,25.8,2307.7,Agricultura,Médio
MT,Cerrado/Amazônia,-11.53677,-57.60046,Setembro,31.6,61.0,120.1,0.091,12,12.1,732.3,Cerrado/Savana,Médio
CE,Caatinga,-7.46145,-41.1509,Outubro,20.4,33.9,164.3,0.57,24,21.9,385.3,Pastagem,Alto
BA,Caatinga,-12.85246,-40.83255,Outubro,22.1,34.4,41.9,0.521,20,37.8,2408.9,Agricultura,Baixo
BA,Caatinga,-13.8761,-42.06099,Dezembro,35.1,16.5,116.9,0.147,87,26.1,1202.5,Agricultura,Médio
BA,Caatinga,-14.40491,-40.22695,Abril,41.4,36.4,25.0,0.833,28,35.3,1260.0,Floresta,Baixo
SP,Mata Atlântica,-20.974,-44.21608,Maio,31.1,53.1,29.7,0.895,102,0.9,1607.9,Floresta,Médio
SP,Mata Atlântica,-22.10253,-45.33624,Agosto,38.0,59.7,8.4,0.74,60,14.8,3594.6,Floresta,Baixo
PA,Amazônia,-8.64782,-52.46424,Janeiro,15.2,15.7,164.9,0.73,92,37.4,828.8,Floresta,Alto
PA,Amazônia,-6.28414,-51.4093,Dezembro,16.0,65.4,84.9,0.758,10,1.6,3590.6,Pastagem,Baixo
RS,Pampa,-33.8364,-50.94055,Junho,31.1,51.6,32.6,0.683,60,20.8,3915.7,Floresta,Baixo
MT,Cerrado/Amazônia,-13.00167,-55.24236,Abril,25.5,55.6,97.5,0.8,44,13.9,2976.5,Floresta,Baixo
MG,Cerrado,-16.18802,-45.94327,Maio,39.0,80.8,52.5,0.834,20,25.8,1245.3,Pastagem,Baixo
MG,Cerrado,-19.83557,-44.20426,Novembro,23.2,39.1,217.8,0.065,34,6.5,267.1,Pastagem,Alto
CE,Caatinga,-2.49936,-39.55978,Maio,26.7,24.8,90.1,0.443,32,26.1,2045.6,Agricultura,Médio
BA,Caatinga,-14.49874,-42.6088,Fevereiro,29.3,56.9,3.6,0.741,12,39.7,4238.8,Floresta,Baixo
MT,Cerrado/Amazônia,-12.376,-56.5597,Agosto,22.4,90.3,500.0,0.259,35,10.8,518.3,Pastagem,Alto
PR,Mata Atlântica,-25.94613,-52.48869,Fevereiro,39.5,54.0,9.3,0.65,14,18.5,3726.7,Floresta,Baixo
SP,Mata Atlântica,-25.02235,-44.91824,Abril,27.5,80.5,142.9,-0.056,0,1.2,44.5,Corpo d'Água,Médio
GO,Cerrado,-17.08216,-50.53719,Dezembro,26.5,74.3,69.0,0.831,62,17.4,4495.2,Floresta,Baixo
AM,Amazônia,-4.20988,-64.62894,Maio,37.9,54.1,34.4,0.511,2,16.2,1787.4,Cerrado/Savana,Baixo
RS,Pampa,-31.32512,-49.38779,Janeiro,23.4,79.2,135.4,0.01,0,22.6,7.0,Corpo d'Água,Médio
BA,Caatinga,-14.39393,-43.14546,Junho,37.1,44.6,16.1,0.859,59,10.3,3703.2,Floresta,Baixo
BA,Caatinga,-14.57882,-41.83592,Fevereiro,18.3,55.1,234.4,0.498,43,13.1,1001.7,Agricultura,Alto
BA,Caatinga,-9.75178,-41.89904,Maio,19.9,53.1,34.6,0.703,30,24.4,799.2,Floresta,Baixo
SP,Mata Atlântica,-23.44986,-47.82317,Junho,40.7,70.3,53.8,0.778,34,36.3,472.7,Floresta,Médio
SP,Mata Atlântica,-23.64243,-44.78642,Novembro,37.7,44.8,120.2,0.777,6,9.4,3510.9,Floresta,Médio
AM,Amazônia,-3.25564,-59.02234,Agosto,25.5,18.5,0.1,-0.083,11,27.1,2745.3,Área Urbana,Baixo
PR,Mata Atlântica,-23.00078,-51.67947,Setembro,32.2,77.0,76.8,0.878,30,21.0,442.7,Floresta,Médio
MT,Cerrado/Amazônia,-12.83868,-54.47362,Dezembro,40.5,68.2,269.6,0.652,18,4.2,1548.6,Floresta,Alto
BA,Caatinga,-12.37401,-39.58662,Junho,20.7,83.0,136.9,0.031,0,22.6,8.7,Corpo d'Água,Alto
MG,Cerrado,-15.50564,-44.85633,Maio,16.6,46.4,58.9,0.436,85,28.4,472.5,Pastagem,Médio
PA,Amazônia,-5.01207,-51.25999,Dezembro,29.5,16.6,129.6,0.892,27,23.9,1500.9,Cerrado/Savana,Médio
MG,Cerrado,-17.35875,-43.40926,Abril,18.9,20.3,330.9,-0.001,12,4.2,490.5,Cerrado/Savana,Alto
CE,Caatinga,-7.10021,-40.92263,Fevereiro,20.1,75.7,25.0,0.851,30,34.2,1308.3,Floresta,Baixo
MG,Cerrado,-19.2529,-42.72837,Fevereiro,39.1,15.8,91.1,0.231,102,1.6,2768.1,Agricultura,Médio
CE,Caatinga,-6.95306,-37.36516,Julho,15.2,87.2,32.1,-0.031,38,9.4,2808.9,Agricultura,Baixo
GO,Cerrado,-14.66025,-48.10865,Maio,37.1,33.9,231.1,0.612,8,24.6,848.3,Floresta,Alto
PA,Amazônia,-6.9343,-52.62155,Julho,29.0,86.4,153.2,0.187,3,8.7,963.2,Cerrado/Savana,Médio
MG,Cerrado,-18.06159,-44.16755,Novembro,30.1,75.7,193.8,0.004,38,4.1,4276.3,Área Urbana,Médio
GO,Cerrado,-15.38651,-50.25479,Janeiro,33.1,84.1,343.8,0.813,64,20.5,843.0,Floresta,Alto
RS,Pampa,-29.82719,-49.67965,Janeiro,26.6,28.2,31.7,0.724,41,28.9,238.2,Pastagem,Médio
MT,Cerrado/Amazônia,-14.42977,-54.59942,Maio,18.1,60.6,6.0,0.004,26,16.4,1231.7,Cerrado/Savana,Baixo
GO,Cerrado,-14.35715,-51.2878,Fevereiro,17.8,18.0,41.3,0.367,26,27.9,2886.4,Agricultura,Baixo
MT,Cerrado/Amazônia,-12.10425,-55.56775,Agosto,35.4,27.2,61.1,0.446,96,34.4,46.1,Floresta,Médio
MG,Cerrado,-20.36294,-44.48703,Março,21.0,36.3,117.8,0.062,33,38.4,4925.1,Agricultura,Médio
PR,Mata Atlântica,-25.00777,-52.51837,Janeiro,15.8,73.0,191.8,0.723,59,9.3,1159.6,Floresta,Alto
GO,Cerrado,-15.69146,-50.74043,Fevereiro,41.4,12.1,51.7,0.541,76,24.2,1198.2,Floresta,Médio
PA,Amazônia,-3.47854,-53.66997,Outubro,41.5,86.8,77.0,0.138,38,10.7,3695.7,Pastagem,Baixo
MG,Cerrado,-17.32203,-47.03308,Outubro,25.2,16.0,184.7,0.636,17,34.8,1248.4,Floresta,Alto
BA,Caatinga,-12.82271,-41.68153,Julho,15.7,42.0,30.6,0.701,39,35.6,1986.8,Agricultura,Baixo
SP,Mata Atlântica,-23.84144,-47.22448,Junho,34.6,16.9,29.4,0.44,52,12.9,2724.2,Cerrado/Savana,Médio
GO,Cerrado,-16.83127,-48.70819,Dezembro,37.4,75.4,106.8,0.057,28,25.8,119.1,Pastagem,Médio
PA,Amazônia,-4.04081,-52.85324,Agosto,18.4,22.0,68.7,0.371,44,35.5,4188.1,Pastagem,Baixo
RS,Pampa,-31.67496,-48.53908,Julho,18.7,85.2,356.9,-0.032,20,20.3,2565.1,Área Urbana,Alto
BA,Caatinga,-13.8997,-43.88913,Outubro,37.2,55.1,53.0,0.48,16,28.8,1571.5,Agricultura,Baixo
RS,Pampa,-33.04893,-51.08082,Agosto,39.9,90.6,171.0,0.24,33,32.0,2004.9,Cerrado/Savana,Alto
MG,Cerrado,-18.83612,-43.00357,Março,36.4,34.7,105.0,0.004,11,34.9,288.6,Cerrado/Savana,Médio
SP,Mata Atlântica,-22.63337,-46.1947,Junho,20.4,48.6,6.7,0.084,30,20.6,3592.7,Pastagem,Baixo
GO,Cerrado,-16.23705,-48.17503,Julho,26.1,69.0,10.6,0.246,7,37.7,2702.1,Agricultura,Baixo
GO,Cerrado,-13.02892,-48.32653,Outubro,31.2,80.7,27.3,0.779,12,25.2,4570.8,Floresta,Baixo
PR,Mata Atlântica,-25.5853,-50.37765,Novembro,19.3,45.8,18.5,0.63,31,6.1,2326.3,Floresta,Baixo
PR,Mata Atlântica,-25.49313,-53.2076,Janeiro,20.7,85.9,47.9,0.01,23,24.5,4143.7,Cerrado/Savana,Baixo
MG,Cerrado,-19.85856,-45.08727,Janeiro,22.6,20.0,103.8,0.824,57,11.9,949.8,Floresta,Médio
MG,Cerrado,-18.35406,-41.45913,Julho,28.8,70.2,110.7,0.619,8,14.9,292.0,Floresta,Médio
SP,Mata Atlântica,-24.87253,-44.64477,Novembro,28.8,39.6,106.3,-0.01,65,32.4,4742.7,Pastagem,Médio
PR,Mata Atlântica,-25.36589,-54.57458,Março,37.0,18.6,15.0,0.627,50,38.9,1292.2,Floresta,Médio
PA,Amazônia,-6.29859,-50.96495,Março,35.3,42.9,110.0,0.889,11,34.8,4169.6,Floresta,Médio
PA,Amazônia,-5.023,-52.12332,Maio,39.7,84.8,63.3,0.086,13,13.0,1294.1,Pastagem,Baixo
SP,Mata Atlântica,-21.55724,-48.1845,Novembro,37.5,93.3,280.0,0.216,52,18.1,787.7,Cerrado/Savana,Alto
PA,Amazônia,-7.11763,-56.12559,Junho,21.9,43.4,291.6,-0.063,70,39.3,3665.3,Cerrado/Savana,Alto
CE,Caatinga,-3.78438,-38.80627,Fevereiro,23.9,85.3,175.4,0.552,22,36.9,3894.2,Cerrado/Savana,Médio
MT,Cerrado/Amazônia,-11.59405,-58.69452,Março,28.5,53.3,145.7,0.888,44,39.1,4219.6,Pastagem,Médio
SP,Mata Atlântica,-25.95637,-48.60943,Junho,15.4,70.9,14.7,0.876,48,17.3,4325.7,Floresta,Baixo
SP,Mata Atlântica,-24.93386,-44.29906,Março,39.4,13.9,10.6,0.432,59,32.0,2420.8,Floresta,Médio
AM,Amazônia,-1.96981,-62.90733,Maio,16.2,57.4,220.5,0.568,14,34.8,2007.1,Agricultura,Alto
BA,Caatinga,-12.13112,-42.71754,Setembro,23.7,16.0,66.8,0.472,54,1.8,3757.3,Pastagem,Baixo
BA,Caatinga,-12.03358,-43.40714,Dezembro,30.4,32.8,72.0,0.687,66,10.6,2851.2,Floresta,Baixo
CE,Caatinga,-3.97462,-40.92455,Março,29.0,58.2,225.9,0.522,13,35.3,4826.8,Cerrado/Savana,Alto
PR,Mata Atlântica,-23.68113,-52.19113,Dezembro,32.7,78.6,116.6,0.658,52,15.5,1885.4,Floresta,Médio
MG,Cerrado,-19.69511,-42.1305,Novembro,29.2,57.7,23.7,0.874,128,11.1,223.9,Floresta,Médio
MG,Cerrado,-18.24458,-45.03327,Junho,21.2,89.6,28.4,0.316,89,10.9,2950.6,Agricultura,Baixo
RS,Pampa,-28.89273,-53.23999,Novembro,20.4,78.9,0.8,0.244,72,15.0,1773.8,Cerrado/Savana,Baixo
CE,Caatinga,-3.4397,-39.85917,Maio,39.5,23.3,148.8,-0.1,60,9.8,1719.9,Pastagem,Médio
SP,Mata Atlântica,-22.64882,-48.95181,Maio,22.1,43.1,79.8,0.636,58,0.1,2827.0,Floresta,Baixo
CE,Caatinga,-5.67364,-39.64313,Novembro,22.6,66.8,359.4,0.782,7,6.9,4609.7,Floresta,Alto
CE,Caatinga,-3.55455,-38.62938,Junho,26.1,89.8,150.2,0.5,52,35.3,1342.1,Área Urbana,Alto
CE,Caatinga,-5.68872,-39.17308,Junho,18.8,94.0,13.1,0.835,133,3.0,1904.2,Agricultura,Médio
BA,Caatinga,-10.69515,-41.99998,Janeiro,28.7,74.9,21.1,0.139,33,16.5,4457.3,Agricultura,Baixo
CE,Caatinga,-5.5633,-42.48456,Novembro,33.0,58.8,83.6,0.052,32,18.3,4477.1,Cerrado/Savana,Baixo
MT,Cerrado/Amazônia,-13.09861,-59.52944,Setembro,36.2,74.3,310.6,0.769,102,31.1,1180.6,Pastagem,Alto
MG,Cerrado,-18.6815,-43.0678,Maio,34.2,33.2,34.1,0.842,133,10.1,3534.6,Cerrado/Savana,Médio
RS,Pampa,-33.20946,-49.37869,Janeiro,19.0,89.3,209.6,0.047,0,12.4,9.0,Corpo d'Água,Alto
MT,Cerrado/Amazônia,-13.17533,-56.96075,Agosto,27.3,65.6,44.9,0.687,8,0.6,4680.6,Floresta,Baixo
RS,Pampa,-30.78363,-53.79986,Julho,16.0,84.1,37.7,0.385,36,36.1,3663.9,Área Urbana,Médio
AM,Amazônia,-4.64448,-59.07388,Julho,15.5,92.4,278.0,0.009,37,27.4,2476.8,Agricultura,Alto
RS,Pampa,-31.67407,-53.61281,Maio,26.9,39.0,5.8,0.783,12,10.5,4088.9,Cerrado/Savana,Baixo
MG,Cerrado,-18.29806,-44.67866,Janeiro,21.8,77.7,129.7,0.764,14,35.5,4989.4,Floresta,Médio
MG,Cerrado,-18.99499,-44.52833,Setembro,33.5,82.4,5.3,0.141,32,3.5,2240.7,Agricultura,Baixo
CE,Caatinga,-4.1337,-40.53075,Novembro,34.6,63.0,193.6,0.787,48,14.7,1873.8,Agricultura,Alto
GO,Cerrado,-15.53838,-48.30419,Setembro,39.2,39.5,212.2,0.538,36,22.5,3039.1,Cerrado/Savana,Alto
AM,Amazônia,-4.96293,-65.70327,Agosto,35.5,62.6,268.6,0.787,67,20.2,3418.6,Floresta,Alto
SP,Mata Atlântica,-22.54379,-42.87556,Maio,16.3,59.7,24.7,0.88,13,26.2,3525.2,Cerrado/Savana,Baixo
PA,Amazônia,-5.55103,-52.4271,Março,25.0,61.6,16.0,-0.097,22,11.9,2373.2,Cerrado/Savana,Baixo
RS,Pampa,-30.47371,-48.84791,Agosto,22.4,62.6,84.0,0.02,69,30.3,1668.1,Agricultura,Médio
GO,Cerrado,-15.94664,-50.11985,Janeiro,25.4,87.2,38.0,-0.178,0,16.2,36.8,Corpo d'Água,Baixo
CE,Caatinga,-3.7337,-40.37641,Março,19.3,24.5,111.9,0.856,5,5.0,4791.7,Pastagem,Baixo
BA,Caatinga,-14.50704,-40.37655,Dezembro,17.6,41.2,86.5,0.894,47,29.6,4321.3,Agricultura,Baixo
SP,Mata Atlântica,-24.43732,-48.09319,Novembro,29.1,59.8,18.8,0.467,18,36.5,3414.9,Cerrado/Savana,Baixo
PR,Mata Atlântica,-21.73993,-51.8179,Julho,34.5,34.1,161.3,0.074,95,14.6,1807.1,Pastagem,Médio
GO,Cerrado,-15.08866,-49.79571,Abril,34.0,93.1,195.4,0.654,31,23.6,3116.2,Floresta,Alto
BA,Caatinga,-13.90948,-40.66585,Julho,27.2,32.4,395.8,0.664,4,27.5,514.8,Agricultura,Alto
AM,Amazônia,-2.99813,-63.20907,Dezembro,29.1,49.9,60.4,0.492,40,33.3,2674.2,Cerrado/Savana,Baixo
CE,Caatinga,-4.45021,-40.42147,Novembro,28.9,84.6,49.5,0.674,22,7.9,3908.3,Floresta,Baixo
SP,Mata Atlântica,-25.20674,-48.4385,Maio,33.7,96.3,25.6,-0.122,0,22.8,20.4,Corpo d'Água,Baixo
SP,Mata Atlântica,-23.14491,-47.2041,Junho,16.3,79.8,23.9,0.625,93,29.6,2512.7,Área Urbana,Médio
SP,Mata Atlântica,-21.29744,-46.69444,Julho,34.2,58.5,46.5,0.759,25,8.0,375.6,Floresta,Baixo
AM,Amazônia,-4.6478,-61.98327,Outubro,30.7,12.7,480.9,0.203,54,18.9,4194.1,Cerrado/Savana,Alto
RS,Pampa,-31.9714,-51.3562,Dezembro,20.3,86.7,11.6,0.121,34,18.6,1757.7,Área Urbana,Baixo
PR,Mata Atlântica,-24.41125,-51.25649,Julho,16.3,13.3,36.0,0.57,90,33.6,2915.2,Agricultura,Médio
AM,Amazônia,-1.5158,-58.32372,Julho,17.9,53.8,10.8,0.815,99,31.1,1898.9,Área Urbana,Baixo
PA,Amazônia,-4.5329,-50.96181,Julho,29.2,14.2,38.4,0.248,8,9.3,2992.0,Pastagem,Baixo
PR,Mata Atlântica,-21.07481,-53.05934,Novembro,35.5,16.1,11.6,0.617,39,9.3,3723.5,Floresta,Médio
MG,Cerrado,-18.31406,-45.26699,Julho,24.0,85.4,85.2,0.778,40,28.9,1640.8,Floresta,Médio
CE,Caatinga,-3.83601,-39.24257,Março,25.2,75.1,69.2,0.154,31,29.6,2601.1,Pastagem,Baixo
AM,Amazônia,-4.69765,-62.20358,Dezembro,40.2,26.7,22.9,-0.1,76,7.2,3976.4,Área Urbana,Médio
BA,Caatinga,-11.00962,-43.65559,Março,20.8,62.7,23.1,0.497,32,16.4,3442.4,Pastagem,Baixo
PR,Mata Atlântica,-26.08602,-52.97091,Julho,17.8,77.5,118.1,0.861,15,33.0,294.8,Floresta,Médio
PA,Amazônia,-5.05041,-50.86923,Fevereiro,24.3,85.6,58.8,0.515,3,3.2,2848.1,Pastagem,Baixo
MG,Cerrado,-21.5246,-44.4084,Fevereiro,35.1,49.8,6.9,-0.017,27,15.0,1887.9,Pastagem,Baixo
RS,Pampa,-31.41633,-49.7219,Março,31.9,86.3,303.4,0.015,85,25.8,3546.8,Pastagem,Alto
BA,Caatinga,-12.93545,-41.50399,Abril,26.2,53.2,62.3,0.436,67,30.8,93.2,Pastagem,Médio
PR,Mata Atlântica,-24.89201,-49.86367,Junho,41.0,68.5,107.3,0.712,3,26.1,1659.7,Floresta,Médio
CE,Caatinga,-2.02705,-41.352,Agosto,34.8,93.2,260.0,0.829,28,15.9,441.6,Floresta,Alto
BA,Caatinga,-14.00883,-41.21775,Outubro,16.7,30.1,61.7,0.727,39,39.7,4603.3,Agricultura,Baixo
MG,Cerrado,-19.7346,-43.14962,Outubro,35.1,24.3,206.2,0.472,37,1.7,4383.7,Floresta,Médio
BA,Caatinga,-10.93882,-42.51986,Julho,15.6,39.1,295.5,0.811,62,19.8,4840.8,Floresta,Alto
MT,Cerrado/Amazônia,-13.82531,-57.33217,Abril,32.6,24.0,22.9,0.456,14,20.4,3220.9,Cerrado/Savana,Médio
GO,Cerrado,-15.67397,-49.36774,Fevereiro,20.7,34.2,267.6,0.767,32,9.6,4037.2,Agricultura,Alto
RS,Pampa,-33.40923,-52.68118,Fevereiro,33.8,73.2,15.3,0.608,15,22.3,3063.2,Floresta,Baixo
MG,Cerrado,-19.11615,-45.74548,Abril,23.4,50.6,38.6,0.808,58,8.8,2465.3,Floresta,Baixo
BA,Caatinga,-16.87706,-44.53256,Junho,38.6,41.9,198.2,0.48,18,17.7,4170.8,Cerrado/Savana,Médio
GO,Cerrado,-17.78804,-50.01293,Março,24.1,41.3,277.1,0.882,21,17.3,3883.1,Floresta,Alto
GO,Cerrado,-16.4843,-50.78735,Junho,31.7,26.5,138.3,0.609,18,30.9,3669.1,Agricultura,Médio
BA,Caatinga,-11.38523,-40.5058,Maio,22.7,48.0,13.3,0.149,15,37.7,4470.6,Pastagem,Baixo
CE,Caatinga,-4.87512,-39.46982,Maio,39.8,63.1,88.8,0.723,47,8.1,4644.4,Agricultura,Baixo
MT,Cerrado/Amazônia,-13.96499,-58.02549,Fevereiro,36.1,21.8,102.0,0.454,46,39.7,2232.0,Floresta,Médio
AM,Amazônia,-6.03147,-62.59613,Agosto,21.6,92.7,39.7,0.893,18,37.6,1421.3,Pastagem,Baixo
MT,Cerrado/Amazônia,-11.50139,-54.88851,Maio,40.6,47.7,500.0,0.216,45,4.5,2563.8,Agricultura,Alto
BA,Caatinga,-12.94717,-40.9625,Novembro,24.6,90.6,49.1,0.809,37,36.5,474.4,Floresta,Médio
RS,Pampa,-34.31398,-51.87939,Fevereiro,32.6,21.4,28.3,0.669,14,22.6,4691.4,Floresta,Baixo
AM,Amazônia,-4.15454,-59.98325,Julho,35.1,75.2,14.0,0.146,72,35.2,4919.4,Pastagem,Médio
MG,Cerrado,-17.9206,-43.80862,Setembro,15.6,62.5,57.1,0.126,6,37.8,3267.0,Pastagem,Baixo
MT,Cerrado/Amazônia,-12.01651,-56.85184,Setembro,40.9,79.7,141.6,0.75,31,34.4,3733.3,Cerrado/Savana,Médio
BA,Caatinga,-10.28145,-45.15792,Janeiro,24.3,61.1,31.6,0.825,23,16.1,1625.1,Floresta,Baixo
MT,Cerrado/Amazônia,-12.46068,-55.2253,Julho,20.1,91.8,176.1,0.239,2,25.5,4332.7,Cerrado/Savana,Médio
AM,Amazônia,-6.30709,-60.96312,Setembro,38.0,63.3,17.5,0.097,66,18.6,4502.5,Pastagem,Baixo
PA,Amazônia,-6.68174,-52.56528,Junho,34.0,76.7,69.7,0.861,23,14.7,393.7,Agricultura,Médio
PR,Mata Atlântica,-26.06054,-50.11127,Janeiro,17.3,84.6,145.4,0.145,46,10.0,665.9,Cerrado/Savana,Alto
MT,Cerrado/Amazônia,-13.11254,-55.6513,Fevereiro,18.2,70.7,17.4,0.147,45,17.7,1311.7,Pastagem,Baixo
MG,Cerrado,-17.85701,-45.74069,Abril,34.3,54.6,109.3,0.844,54,32.2,3521.3,Pastagem,Médio
MG,Cerrado,-17.75721,-45.54535,Abril,17.0,33.2,192.5,0.801,44,33.8,925.0,Cerrado/Savana,Alto
SP,Mata Atlântica,-23.45381,-47.08989,Fevereiro,39.8,82.6,108.6,0.86,32,38.3,1108.2,Floresta,Médio
MT,Cerrado/Amazônia,-11.33013,-56.10952,Agosto,35.0,50.8,86.0,0.844,45,11.6,1915.5,Floresta,Médio
PR,Mata Atlântica,-24.93608,-52.57857,Fevereiro,24.1,62.8,218.6,0.15,64,26.0,3062.1,Agricultura,Alto
CE,Caatinga,-7.00349,-39.44652,Março,24.8,16.7,500.0,-0.016,104,27.8,4881.8,Cerrado/Savana,Alto
GO,Cerrado,-16.77844,-52.65699,Abril,28.7,52.3,24.0,0.72,25,7.7,3921.6,Pastagem,Baixo
PR,Mata Atlântica,-26.88504,-49.11119,Setembro,24.7,69.3,141.1,0.672,45,14.7,2795.9,Cerrado/Savana,Médio
GO,Cerrado,-16.81996,-48.21676,Outubro,36.2,59.6,10.1,0.195,60,13.7,256.4,Agricultura,Baixo
GO,Cerrado,-16.36497,-47.98063,Janeiro,41.3,48.1,5.3,-0.01,44,39.4,2589.0,Cerrado/Savana,Médio
PA,Amazônia,-3.78925,-53.96854,Agosto,30.8,92.5,39.6,-0.122,0,38.3,20.7,Corpo d'Água,Médio
SP,Mata Atlântica,-26.53196,-49.48498,Dezembro,27.0,36.3,424.5,0.68,41,32.9,1507.3,Floresta,Alto
PR,Mata Atlântica,-26.10299,-48.71555,Maio,21.0,69.6,96.4,0.65,14,18.9,1261.8,Floresta,Médio
PR,Mata Atlântica,-25.50584,-51.33213,Julho,32.6,29.1,37.5,0.159,31,10.6,1743.8,Cerrado/Savana,Baixo
PA,Amazônia,-3.58499,-52.56452,Agosto,33.5,62.8,17.1,0.718,27,36.6,320.7,Área Urbana,Médio
MT,Cerrado/Amazônia,-12.56616,-55.98601,Maio,33.5,60.1,303.4,0.128,50,10.7,2888.4,Área Urbana,Alto
MT,Cerrado/Amazônia,-12.24655,-57.0692,Agosto,15.7,92.5,54.0,0.873,1,20.9,238.3,Floresta,Médio
MT,Cerrado/Amazônia,-13.76217,-56.80227,Outubro,39.3,15.2,44.0,-0.1,91,9.8,3306.3,Pastagem,Médio
RS,Pampa,-28.3884,-48.55699,Novembro,24.1,19.2,234.2,0.485,55,38.9,3656.7,Pastagem,Alto
GO,Cerrado,-15.39159,-48.70726,Agosto,35.1,53.0,111.3,0.633,30,1.7,2435.5,Floresta,Médio
RS,Pampa,-29.6254,-51.36099,Setembro,35.5,54.8,22.2,0.889,30,7.0,3908.5,Floresta,Baixo
SP,Mata Atlântica,-22.77861,-44.846,Fevereiro,32.6,13.4,65.7,0.19,12,30.6,4837.3,Cerrado/Savana,Médio
PA,Amazônia,-6.86954,-54.9071,Março,25.7,80.2,316.1,0.298,112,6.1,1706.9,Agricultura,Alto
PR,Mata Atlântica,-25.68951,-51.23251,Janeiro,31.4,52.1,277.8,0.878,54,39.2,3098.3,Floresta,Alto
GO,Cerrado,-14.52519,-51.32426,Abril,16.1,39.5,8.7,0.338,50,12.9,1625.4,Cerrado/Savana,Baixo
RS,Pampa,-33.76286,-51.99417,Maio,35.6,37.1,37.5,0.138,25,36.7,2222.5,Cerrado/Savana,Baixo
RS,Pampa,-30.32087,-52.97341,Novembro,17.7,83.2,20.1,0.448,15,26.5,113.9,Área Urbana,Médio
BA,Caatinga,-13.71414,-40.39907,Janeiro,25.7,26.7,91.6,0.74,14,25.4,381.0,Cerrado/Savana,Médio
RS,Pampa,-29.91282,-50.71157,Agosto,17.8,23.6,166.3,0.725,14,36.6,3989.7,Floresta,Médio
CE,Caatinga,-5.63352,-40.78117,Fevereiro,37.6,28.1,42.0,-0.1,95,20.5,708.1,Pastagem,Médio
PR,Mata Atlântica,-25.43435,-50.80168,Janeiro,29.9,63.1,170.3,0.283,32,16.0,3498.8,Agricultura,Médio
CE,Caatinga,-7.33698,-37.17474,Fevereiro,33.7,78.9,132.6,0.854,15,8.7,3547.2,Agricultura,Médio
PR,Mata Atlântica,-24.02771,-52.35382,Maio,33.4,38.1,156.3,-0.028,46,5.8,4981.2,Agricultura,Baixo
PA,Amazônia,-4.31989,-50.89648,Setembro,37.7,24.7,355.3,0.108,82,31.7,3481.0,Cerrado/Savana,Alto
PR,Mata Atlântica,-25.38551,-51.87488,Setembro,18.6,27.8,66.3,0.899,49,5.1,652.4,Floresta,Baixo
CE,Caatinga,-2.85979,-36.47154,Fevereiro,32.8,62.6,50.3,-0.021,23,15.8,3136.4,Agricultura,Baixo
PR,Mata Atlântica,-24.84585,-53.28732,Fevereiro,30.5,30.9,138.2,0.245,19,16.4,2625.5,Área Urbana,Alto
PA,Amazônia,-6.2459,-51.18048,Março,15.8,84.6,197.8,0.622,22,26.6,4587.8,Floresta,Médio
PA,Amazônia,-7.08532,-53.04242,Julho,20.4,18.8,25.5,0.738,27,11.1,3453.8,Floresta,Baixo
SP,Mata Atlântica,-23.11112,-48.01407,Novembro,22.2,12.8,225.1,0.864,16,33.5,2597.2,Floresta,Alto
